,Company Names ,Website Link  
1593,varadhy online solutions pvt ltd,play.google.com/store/apps/details?id=com.varadhy&hl=en_IN≷=US
1594,Arma Citizens Wellness Private Limited,www.60plusindia.com
1595,Coshal Unfolding Artistry Private Limited,coshalart.com/
1596,Eleqtrasoft Education Private Limited,eleqtrasoft.in/
1597,IntELVib,not available yet
1598,HOSTELDEVTA HOSPITALITY PRIVATE LIMITED,hosteldevta.live
1599,Coding Made Easy,www.coding-made-easy.com/
1600,DatumM Tech-Solutions,not yet
1601,teKrishi,tekrishi.netlify.app/
1602,PiStarTech Private Limited,na
1603,SIGMATRONICS INNOVATION PRIVATE LIMITED,Read More 
1604,reThela Technology Pvt Ltd,rethela.com
1605,InstiProfile Pvt Ltd,www.linkedin.com/in/k-narayan-pai/
1606,VISION,vision20.rf.gd/
1607,Impact Weaver Pvt Ltd,www.impactweaver.com
1608,BIDAR,.
1609,Bizivox Edtech Private Limited,www.bizivox.com
1610,Revoh Innovations Pvt Ltd,www.revoh.in/
1611,Tradebuk Technologies Private Limited,www.reviewbit.app/
1612,DZ ENTERPRISE,dzenterprise.business.site/
1613,Pani Enterprise,NA
1614,Airdonex Technologies Private Limited,airdonex.com/
1615,Next Smart Solutions Private Limited,smartden.in
1616,Evigway Technologies Private Limited,www.evigway.com
1617,Novelty,telemedicine.iitj.ac.in
1618,Brand Metrics Fintech Pvt Ltd,www.brandmetrics.in
1619,Rakshati Botanicals Private Limited,rakshatibotanicals.com/
1620,Skillster Employability Solutions LLP,www.skillsterheroes.com/
1621,Quidle Enterprise LLP,www.quidle.in (under development)
1622,Ultroniq Engineering & Consultants LLP,www.ultroniqengineering.in
1623,Segritech,segritech.com
1624,Puja Purohit,Read More 
1625,Arka Aerospace Private Limited,arkaaerospace.com
1626,Pragati Tech.,pragati2020.website2.me
1627,Pyotam,www.pyotam.com
1628,THE SHAPING FACTORY,www.theshapingfactory.com/
1629,Vijay Prajapati,NA
1630,Acuity Human Development Organisation,eschoolcentral.in
1631,Infyuva Tech Solutions Pvt Ltd,604840aa8f09a.site123.me/
1632,Valerio Electric,www.valerioelectric.com/
1633,YM INTELLIGENCE TECH LLP,ymintelligencetech.com
1634,Tensor Matics Pvt Ltd,www.labellerr.com
1635,Cosmos World,www.cosmosworld.in
1636,Good Little Robots,www.goodlittlerobots.in
1637,OnRoad Assist,onroadsevrice@gmail.com
1638,Incrementum MedTech,sites.google.com/view/incrementummedtech
1639,Proranger,proranger42.wixsite.com/mysite
1640,Symbionic Tech Pvt. Ltd.,www.thesymbionic.com
1641,Virtuorigin Private Limited,www.virtuorigin.com
1642,Qzzo Technologies Private Limited,www.qzzo.in/
1643,A2Z medical,a2zmedical.co
1644,Infloso Private Limited,Read More 
1645,Infloso Private Limited,www.infloso.com/
1646,Defence Medical Management Naveen Kunj CGHS Ltd. Dwarka New Delhi India,NA
1647,Ideas Manufacturing Mysore Pvt ltd,Read More 
1648,COMM4EASE PRIVATE LIMITED,www.c4ease.in
1649,kamla mohinder,www.achievedlifescript.com
1650,BHASKARA INFOSOL PRIVATE LIMITED,bhaskarainfosol.com/
1651,TCD Homes (OPC) Private Limited,thecorporatedynasty.com
1652,Acceptance Re Innovation Technology (OPC) Private Limited,www.youtube.com/watch?v=XI1a75Vc6Ng
1653,Xremit private limited,xflowapp.com
1654,EXPAD TECH PVT. LTD.,"www,expad,world"
1655,Sakar Robotics,www.sakar.company
1656,Construction Flow,www.constructionflow.in
1657,PrimeInvestor Financial Research Private Limited,primeinvestor.in
1658,Shira MedTech Private Limited,www.shiramedtech.com
1659,COGNIOT TECHNOLOGY PRIVATE LIMITED,cogniot.co.in
1660,Enord,enord.co/
1661,TIFFYTATSE,tiffytaste.com/
1662,Hack Check,heckcheck.in
1663,Radar Soft Technologies,radarsoft.tech/
1664,HINNTS Consultancy Services Pvt. Ltd.,www.stethoscope.ai/
1665,Fireside Technologies Private Limited,www.daffodilhealth.com/
1666,FundingX (Owned by VisionaryX Innovations Pvt. Ltd.),fundingx.in/
1667,Backyard Creators Pvt Ltd,backyardcreators.co/
1668,Astromeda Space Private Limited,www.astromeda.in/
1669,GIONEX TECHNOLOGIES PRIVATE LIMITED,gionex.in
1670,SNOWL RESEARCH VENTURE PVT. LTD.,Read More 
1671,Plabs Solutions Private Limited,www.predoc.ai
1672,Arraykart Techable Private Limited,arraykart.com/
1673,Duosis Bio-Innovations Pvt Ltd,www.duosisbio.com
1674,Invariance Automation Private Limited,www.invariance.in
1675,InvoViron Industries Trading Private Limited,N.A
1676,Life and Limb (P) Ltd,Read More 
1677,Offgrid Energy Labs,www.offgridenergylabs.com/
1678,PQSI Digital Private Limited,www.pqsi.in/
1679,Jalconserve Technologies Pvt Ltd,www.jalsevak.in
1680,TestedOK Technologies Pvt Ltd,www.testedok.in
1681,BigDipper Exploration Technologies Private Limited,www.f6s.com/bext
1682,Sensai Healthcare Private Limited,www.7sugar.com
1683,ARQ SOLUTION LLP,www.arqsolution.in
1684,Salcit Technologies Private Limited,salcit.in/
1685,Fixpapa Technologies Pvt Ltd,www.fixpapa.com
1686,Speak Of The Devil Pvt Ltd,Read More 
1687,AJTRONIC ELECTRONIC,ajtronic.com/
1688,CHALBO INDIA PRIVATE LIMITED,WWW.CHALBO.IN
1689,Xensible Innovation Lab Pvt. Ltd.,www.xensible.in
1690,Cycle spirit,NA
1691,Laterpay,/
1692,Alfaleus Technology Private Limited,www.alfaleus.in
1693,Egarden Pvt Ltd,Not yet hosted
1694,TeraLumen Solutions Pvt. Ltd.,www.teralumensolutions.com/
1695,7MInion Technology Private Limited,www.7minion.com
1696,Green Domain Energy Solutions,greendomainenergy.wixsite.com/gdes
1697,ThoughtBit Technologies,www.thoughtbit.in
1698,Okulo Aerospace,htttps://www.okuloaerospace.com
1699,andwemet,andwemet.com
1700,Dexterio,www.dexterio.in/
1701,Puaerte Visual,www.puaertevisual.com
1702,Mystylestore91,www.mystylestore91.store
1703,Education and awareness,cutemos.in/
1704,Airveda Technologies Pvt. Ltd.,www.ariveda.com
1705,LotteryKart(A Unit of ADIPP AGENCY LLP),Read More 
1706,ESEECHAT PRIVATE LIMITED,Read More 
1707,All Export Solutions,allexportcertification.in/
1708,SocieTree,www.societree.net
1709,lakshmi engineering,laxmiiiengineering.wixsite.com/manufacturing
1710,FLYROTECH TECHNOLOGIES LLP,www.flyrotech.com
1711,kloXtan,kloxtan.com
1712,Serveco Facility Services and Industrial Solutions,www.serveco.in
1713,Seedhub Ventures LLP,Under developmemnt
1714,Tracelay Networks,www.tracelay.io
1715,HYPONYM TECHNOLOGIES PRIVATE LIMITED (REGALE),www.regale.io
1716,E WASTE SOCIAL PVT LTD,ewastesocial.com
1717,A2Dweb,www a2dweb com
1718,Shri Ganapa Tech Pvt Ltd,shriganapatech.com
1719,Evolv Fit,evolvfit.in
1720,learninglane,www.learninglane.in/
1721,Apeiro Energy Pvt. Ltd.,www.apeiroenergy.com
1722,EASYCAP INFORMATION PVT LTD,easycap.in/
1723,S&V ENTERPRISES,S&V ENTERPRISES
1724,Crealty,www.crealty.in
1725,Innavoto India Private Limited,www.innavoto.com
1726,SUPRALI PRIVATE LIMITED,LETSRYL.COM
1727,Mooi Toi,"www.mooitoi,com"
1728,One17 Technologies,one17.in
1729,Quran and Nahjul Balagha Academy,QuranandNahjulBalaghaAcademy.com
1730,DRAG AND DROP INDIA PRIVATE LIMITED,www.dragndrop.in
1731,Caliche Inventions Private Limited,www.calicheglobal.com
1732,RedPositive Service OPC Pvt. Ltd.,redpositive.in
1733,One17 Technologies,one17.in
1734,Semantic Web India Private Limited,www.semanticwebindia.com/
1735,Earthen Tunes Designs Pvt Ltd,www.earthentunes.in
1736,Mrvirtualworld Private Limited.,mrvirtualworld.com/
1737,RTIwala,rtiwala.com
1738,AgroCast Analytics Pvt Ltd,www.agrocastanalytics.com/
1739,Ambrosius Tech Private Limited,www.ambrosius.in
1740,STREAMI School,Read More 
1741,PTLB Schools,twitter.com/ptlbschool?lang=en
1742,Enfut Technologies Private Limited,Read More 
1743,RK Electromobile,www.erkeymotors.com
1744,Sortizy,www.sortizy.com
1745,VIDEOLYTICAL SYSTEMS PRIVATE LIMITED,videolytical.com/
1746,Racquet Centrum,racquet-centrum.business.site/
1747,XL PETROLEUM PRIVATE LIMITED,www.linkedin.com/in/vsrds
1748,ECOTECHNOLOGY SOLUTIONS AND SERVICES PRIVATE LIMITED,ecotechnologies.in/
1749,Zackriya Solutions,Read More 
1750,varadhy online solutions private limited,play.google.com/store/apps/details?id=com.varadhy&hl=en_IN≷=US
1751,varadhy online solutions private limited,play.google.com/store/apps/details?id=com.varadhy&hl=en_IN≷=US
1752,SYNC MODE LLP,www.SYNCMODE.info
1753,AMIT KUMAR SHARMA,www.iitbhu.ac.in
1754,DDMADLABS,Under Development
1755,Nemocare Wellness Pvt Ltd,www.nemo.care
1756,Ayasta Technologies Private Limited,www.ayasta.com
1757,HAVELIUAVS (OPC) Private Limited,www.haveliuavs.com/
1758,Aforesight Innovation Private Limited,www.aforesight.io
1759,Fairex solutions private limited,www.fairexpay.com
1760,Hackspace security services LLP,Hackspace.co.in
1761,Sci Fringe,scifringe.com/index.php
1762,Avyantra Health Technologies Pvt Ltd,www.avyantra.com/
1763,Semantic Web India Private Limited,www.semanticwebindia.com/
1764,Qstatix private limited,www.qstatix.co.in
1765,Alphaeronics Private Limited,Read More 
1766,Aadyaanveshan Private Limited,Read More 
1767,Aadyaanveshan Private Limited,Read More 
1768,Payveb Resources Private Limited,payvebresources.com/index.html
1769,Duende Ingenious LLP,www.duendev.com
1770,Feynman Solar Tech Pvt. Ltd,feynmaninnovations.com
1771,Snazzy Care  Private Limited,snazzy.in/
1772,Medsupervision Pvt. Ltd.,medsupervision.com/
1773,Arktane Technologies Private Limited,arktane.com
1774,3DGuru Innovations Pvt Ltd,3dguru.co.in/
1775,Neem Tree Agro Solutions Pvt. Ltd,www.neemtreeagrico.in
1776,Bhurak Technologies Pvt. Ltd,www.bhurak.com
1777,WeRehab Technologies Private Limited,werehabtech.com
1778,inovmac private limited,inovmac.com/
1779,ProSafe,NA
1780,Farm Intelligent Systems,www.farminsystems.com/
1781,Torus Robotics Pvt Ltd,www.torusrobotics.com
1782,C2M INTERNET INDIA PRIVATE LIMITED,c2mindia.com
1783,Xensible Innovation Lab Pvt. Ltd.,www.xensible.in
1784,ANAVRIN,swarnimascienceuts.wixsite.com/anavrin
1785,UrbanNaps,urbannaps.com/
1786,Diabetico-Rise and Move,NA
1787,Secumatic Technologies LLP,www.opxrevilator.com
1788,Catalystgreen Pvt. Ltd,www.catalyst-green.com
1789,Dynateq Consulting Pvt. Ltd.,www.dynateq.com
1790,Eldew Digital Pvt Ltd,www.huddlexr.com
1791,3DGuru Innovations Pvt Ltd,3dguru.co.in/
1792,Gupte Education,gupte.co.in
1793,Neshaju Envirotech Private Limited,www.neshajuenvirotech.com
1794,Pitch & Toss | UNIVY | BLScoop,www.blscoop.com
1795,Annona IT Solutions Pvt Ltd,www.annona.in
1796,Anshaj Smart Waste Management Private Limited,www.anshaj.in
1797,BEAUTYTALK ENTERPRISES PRIVATE LIMITED,www.beautytalk.in
1798,People of prints,www.peopleofprints.com
1799,G Smart Investor LLP,www.globalsmartinvestors.com
1800,YantriSiksha Technologies Private Limited,www.yantrisiksha.in
1801,Heamac Healthcare Pvt. Ltd,www.heamac.com
1802,Heamac Healthcare Pvt. Ltd,www.heamac.com
1803,Microbial Research Lab Pvt Ltd,www.royalgroupinfo.com
1804,RAIKIOS SERVICES PRIVATE LIMITED,Read More 
1805,HACK-X Security,hackxsecurity.com/
1806,KEN EDUCATIONAL INITIATIVES PVT. LTD.,www.kenlearning.com
1807,JV Nari Shiksha',narisiksha.com/
1808,ProSafe,NA
1809,Adorbis Technology Pvt Ltd,www.adorbistechnology.com/
1810,Frazor Enterprise Solutions LLP,frazor.me/
1811,The Know-How Journal,know-how.co.in/
1812,Frazor Enterprise solutions LLP,frazor.me/
1813,Newtons Apple Security Solutions,newtonsapple.in/
1814,Transfigure Technologies Pvt. Ltd.,transfigure.co.in
1815,Flowers Cakes Online,www.flowerscakesonline.com/
1816,Gaurav shrivastav,Integerinfotech.com
1817,Elightspm,elightspm.com/
1818,Rakshaniti Consulting LLP,www.rakshaniti.com
1819,ODR India,Read More 
1820,Techno Legal Centre Of Excellence For Online Dispute Resolution In India (TLCEODRI),Read More 
1821,Pradeep Kumar Gohil,www.linkedin.com/in/worldmicrostockexchane
1822,SentinelHz,www.sentinelhz.tech
1823,THE LEGAL CAPSULE,www.thelegalcapsule.com
1824,KIAANTEK LLP,www.kiaantek.com/
1825,TechEagle Innovations Private Limited,www.techeagle.in
1826,ANSOZ CREATIONS PRIVATE LIMITED,www.ansoz.com/
1827,AarogyaAI Innovations Private Limited,aarogya.ai
1828,BRAINTONICA,braintonica.com
1829,Gomandir,www.gomandir.com
1830,AMAVARI SOLAR (OPC) PRIVATE LIMITED,www.amavari.com
1831,Xapton Solutions,Read More 
1832,AJ Simply Purify Technologies Pvt. Ltd.,www.simplypurify.com
1833,Dweepi Innovations PVT LTD,www.dweepi.com/
1834,Eitot Technologies,eitot.com
1835,Manentia Advisory,www.manentiaadvosiroy.ml:8000/demo/
1836,Techsics,www.techsics.com/
1837,Cybot-X Technologies,www.cybot-x.com
1838,Logic2Go Technologies,logicgotech.com
1839,Eshendra Pratap,twitter.com/eshendra_pratap
1840,Eshendra Pratap,twitter.com/eshendra_pratap
1841,Eshendra Pratap,twitter.com/eshendra_pratap
1842,picubeworld,www.picubeworld.com/
1843,AGS VISIONS PVT LTD,www.ags-visions.com
1844,WIANLEAF GLOBAL CONSULTING PRIVATE LIMITED,Read More 
1845,ALGOGENE INDIA PRIVATE LIMITED,Read More 
1846,LikWik,likiwik.com
1847,vEngage,vengage.ai/
1848,Diptishub Finance Private Limited,diptishubfinance.in
1849,ignativeLabs (OPC) Private Limited,www.ignativelabs.com
1850,Rakshak - Symbol of Safety,rakssshak.com/
1851,TDKS MOTORS,www.linkedin.com/in/rishikeshpandey208
1852,HealthBrahmi Technologies Private Limited,healthbrahmi.com/
1853,Naveen kumar jain,N/A
1854,SCRIMATEC IT SOLUTIONS PVT LTD,scrimatec.com
1855,Ultra Healthtech Solutions Pvt. Ltd.,ultrahealthtech.in/
1856,Anshaj Smart Waste Management Private Limited,www.anshaj.in
1857,GIESEL HEALTHNET PVT LIMITED,meradoctoronline.com/
1858,DIPTI SUNDAR MOHANTY,ultrahealthtech.in/
1859,Isometrica Experience Pvt. Ltd,rectangled.in
1860,ARCVIZ TECHNOLOGIES OPC PRIVATE LIMITED,www.arcviztech.com/
1861,ARCVIZ TECHNOLOGIES OPC PRIVATE LIMITED,www.arcviztech.com/
1862,Kanan Park Technologies LLP,www.kananpark.com
1863,Organic mushroom farm,No
1864,SHREK SOLUTIONS,www.facebook.com/profile.php?id=100045491964128
1865,CODE BLUE VENTURES PRIVATE LIMITED,code-blue.in
1866,CONFLUENCE SOLUTIONS,ksamah.com/
1867,3MINUTES COMMUNICATION PRIVATE LIMITED,www.debitplusplus.com
1868,Repobuild,repobuild.com
1869,BDM NATURALS,NA
1870,Whrrl,www.WHR.loans
1871,Neur Press & Digital LLP,AgriTimes.co.in
1872,Health Compass Private Limited,www.healthcompass.io
1873,Ezbacs Corporation,Not yet created
1874,MAHARASHTRA TECHNICAL AND EDUCATIONAL INSTITUTE,www.mteis.com
1875,Perpetual Online Store,perpetualonlinestore.com
1876,Piatrika Biosystems,piatrika.com/
1877,ORBITX INDIA AEROSPACE PRIVATE LIMITED,www.orbitx.in
1878,Fazil’s Creations,www.fazilscreations.com
1879,IMP,venkatagovind88.wixsite.com/impmobiles
1880,Ruhm Innovation Pvt Ltd,www.ruhminnovation.com
1881,Lakshy Inclusion Services Pvt. Ltd.,lakshya.net.in/
1882,INFOBAZAAR PRIVATE LIMITED,Read More 
1883,Bioman Technologies Pvt Ltd,www.bio-man.in
1884,Phagorex Biotechnologies,phagorexbiotechnologies.website2.me/
1885,UNIBOSETECHNOLOGY PRIVATE LIMITED,www.unibose.com
1886,TRAUM42,traum42.godaddysites.com/
1887,IMP Mobiles Private limited,venkatagovind88.wixsite.com/impmobiles
1888,ILOGITRON TECHNOLOGIES PRIVATE LIMITED,WWW.ILOGITRON.COM
1889,ILOGITRON TECHNOLOGIES PRIVATE LIMITED,WWW.ILOGITRON.COM
1890,Nulinz Education Private Limited,nulinz.com
1891,Nulinz education private limited,nulinz.com
1892,Patronix Technologies Private Limited,www.patronix.de
1893,Sravik India LLP,www.linkedin.com/company/the-dealers-com
1894,Keep Me Out,play.google.com/store/apps/details?id=vikesh.dass.lockmeout&hl=en≷=US
1895,oculus healthcare,www.oculushealthcare.com
1896,Drugvilla,drugvilla.com
1897,Navayush: Ek click zindagi ke liye!,www.navayush.com
1898,REALMEDS SOLUTIONS PRIVATE LIMITED,www.realmeds.io
1899,VULHUNT,www.vulhunt.com
1900,Pragati,pragati2020.website2.me
1901,DruFarm Technology Private Limited,www.drufarm.in
1902,IMMENSELINE,immenseline.com/
1903,Hello Atithi India Private Limited,helloatithi.com/
1904,White Hour Solutions,whitehour.in/
1905,Pintu kumar yadav,Pk3985319@gmail.com
1906,Goodwill petrochem corpn india,www.indianpetrochem.bloombiz.com
1907,Indian chemical and organic industries,Indiapetrochem.bloombiz.com
1908,ALCON RESIN AND CHEMICAL OUTSOURCING,Indiapetrochem.bloombiz.com
1909,Ltxgo,Www.ltxgo.com
1910,Azonix Tech P Ltd,Azonix.in
1911,Rahil,patidarrahul682@gmail.com
1912,Mukesh Singh,Wwwmukesh.com
1913,Minkoos Resource Solutions,www.minkoos.com
1914,Vikas,Agri seeds pvt.ltd.
1915,Bencos Research Solutions Pvt Ltd,Read More 
1916,Crest Coaching,www.crestcoaching.in
1917,Ritik,Nitrovaccine
1918,Velocious media,www.thenewguards.in
1919,PlexusSquare Software Solutions Private Limited,plexussquare.com
1920,Thumbikkai Business Solutions LLP,Read More 
1921,SAARK Customs Pv. Ltd.,saarkcustoms.com/
1922,Lazy Design Pvt Ltd,www.ainaring.com
1923,Astusx LLP,www.astusx.com
1924,TEQTIS INFO PRIVATE LIMITED,www.teqtisinfo.com
1925,Sheesha 2.0,www.sheesha2point0.com
1926,Book My Crop Private Limited,www.bookmycrop.com
1927,Chip Web Technologies India,Read More 
1928,SEELAMCE PVT LTD,www.cabtop.co.in
1929,INIT Consumer Technologies Pvt. Ltd.,init-technology.com/
1930,Bunnyflex,Bunnyflex
1931,SpitEase,splitease.com
1932,Ekanomatic V Studio,www.evstudios.in
1933,Softdoc Management Private Limited,www.softdoc.co.in
1934,Never Giveup Coach,www.nevergiveup.org.in
1935,Ino-Fi Solutions Pvt ltd,www.hydroid.in
1936,HYPERWEB MEDIA PRIVATE LIMITED,www.hyperweb.ai
1937,Viaara Fintech Private Limited,www.rubiz.in/
1938,3NOT Robotics private limited,www.3notrobotics.in
1939,EZMART INTERNET SERVICES INDIA PRIVATE LIMITED,www.snackx.app
1940,Nimble Farm,www.nimblefarm.com
1941,Quaish Bizsense Private Limited,easyinherit.in/
1942,Yash Computech Solution Pvt Ltd,www.ycsin.com
1943,NoQueue Technologies Private :imited,noqapp.com
1944,Swastika Educonsult Private Limited,edukating.com/
1945,SeeGo After School,www.seegoafterschool.com
1946,Grow Branded,www.growbranded.com
1947,Ashva Wearable Technologies Pvt ltd,www.fitknees.in
1948,Vilbha Innovations,-
1949,Shri Shakti Opstech Pvt Ltd,opstech.in/
1950,theseku,theseku.com
1951,individual,nil
1952,Global Pandemic Response Forum,Read More 
1953,Dombox Mail Private Limited,www.domboxmail.com/
1954,Statwits Technologies LLP,www.statwits.com
1955,IOT Express Pvt Ltd,bytebeam.io
1956,CyberCubes AR,www.cybercubes.in
1957,Ksheminlabs,ksheminlabs.com
1958,CyberKart,www.cyberkart.in/
1959,Farmonaut Technologies Private Limited,farmonaut.com
1960,Microgravity,NA
1961,SensiWise Solutions Private Limited,www.sensiwise.com
1962,NeoAura Technologies Pvt. Ltd,www.neoaura.com
1963,Spatika Technologies (I) Pvt. Ltd.,transec.io
1964,GPIO Technology India Private Limited,www.ekam.life
1965,P4H Care Pvt Ltd,www.p4hcare.com
1966,REKINDLE AUTOMATIONS PRIVATE LIMITED,www.rekindleautomations.com
1967,Edge Inventive,edgeinventive.com/
1968,Revelec AutomotiEV,Read More 
1969,Arose5,Arosefive.in
1970,Nudron IoT Solutions LLP,www.nudron.com
1971,V2RT InsureTech Solutions OPC Pvt Ltd,thev2rt.wixsite.com/omyloss
1972,Hackning Technologies Private limited,Hackning.com
1973,Ayati Devices Pvt. Ltd.,http;//www.ayatidevices.com
1974,Imvvy Solutions LLP,imvvy.com/
1975,Sri Vijayadasaru Software Private Limited,kutumba.one
1976,ARANYA PARIDHI (OPC) PRIVATE LIMITED,aranya-paridhi-opc-private-limited.business.site/
1977,FITCYQLIST,Na
1978,Deepanshu Arora,www.deepanshuarora.in
1979,Kidshifive,www.kidshifive.com
1980,ASTRO Research Society,www.arsindia.org
1981,LibrePlatforms Private Limited,Read More 
1982,Edufruit,edufruit.com
1983,Aezowie Infotech Services Pvt. Ltd.,Read More 
1984,GAASH EDUCATIONAL Services,gaashacademy.co.in
1985,GREATPELICAN DIGITAL SYSTEMS PRIVATE LIMITED,greatpelican.in/
1986,Techcerv Enterprises,www.techcerv.com
1987,TIFFILO,www.tiffilo.com
1988,Umaga Technologies Private Limited,www.techumaga.com
1989,VISITOR TRACKER,WWW.VISITERTRACKER.IN
1990,Anushka Jain,No website
1991,Corporate Intellect Solutions,corporateintellect.in
1992,Rajaguru Nathan K,www.astromeda.in/
1993,Chimertech Innovations LLP,www.chimertech.com
1994,Biosensika Labs LLP,www.biosensikalabs.in
1995,TechNine Electronics Private Limited,technine.in
1996,Noesis Learning private limited,schoolsonweb.com/
1997,Arthavedika Tech Pvt Ltd,www.arthavedika.com
1998,Voltroph,Read More 
1999,Protionix Technology,www.merainnovation.com www.protionix.com
2000,Ultroz technologies llp,ultroz.in/
2001,AmplePac,www.amplepac.com
2002,GTEQ,www.greq.in
2003,Water N Spices Foodsz Pvt Ltd,www.epanipuricart.com
2004,Rustic Technology Pvt. Ltd.,www.rustictechnology.com
2005,Go Wazir - Instant Home Services Provider,www.gowazir.com
2006,Onset Technologies,Read More 
2007,Navayu,www.navayu.in
2008,T.O.U.C.H,www.dhvani.in
2009,HALOVERT ENGINEERING (OPC) PVT LTD,halovert.co.in
2010,Karigar,Karigar.com
2011,CatchRide,www.catchride.in
2012,Screw,Not created
2013,Ampius Industries LLP,Theampius.com
2014,S. S. B. Digital Pvt. Ltd.,www.ssbdigital.in/
2015,Technikien Technologies LLP,technikien.co.in
2016,SolutionsMax Technology Services Pvt Ltd,Read More 
2017,Kyrane,kyrane.com
2018,Dhunkifashion,dhunkifashion.com
2019,saarani Innovations (India) Pvt Limited,www/saarani.co.in
2020,Brightnest Technologies Private Limited,brightnestsoft.com
2021,Peppy Products,www.peppyproducts.in
2022,The Label Lab,www.thelabellab.in
2023,Ground Rules,www.ground-rules.com
2024,ZOYOZO,www.zoyozo.in/
2025,ByNodes,"bynodes,webflow,io"
2026,AlignTogether Solutions Private Limited,aligntogether.online
2027,AZPER SCIENCE PRIVATE LIMITED,azperscience.com/
2028,CYBOT-X Technologies,www.cybot-x.com/
2029,Motus Microsystems,no website
2030,WarrantyMe,www.warrantyme.co
2031,Autonomous Logistics Technologies Pvt Ltd,www.alogtech.com
2032,SARALA POWERTECH CONSULTING ENGINEERS LLP,www..sarpcon.com
2033,Tectronicis pvt ltd,No website
2034,Fiapy Multiservices Private Limited,www.fiapy.com
2035,Neshaju Envirotech Private Limited,www.neshajuenvirotech.com
2036,Airize Solutions LLP,airize.in
2037,Mediscient Devices Pvt. Ltd.,www.mediscient.tech/
2038,Sisai Technologies Private Limited,www.sisaitechnologies.com
2039,Virtual Book Store(VBS),vbsfirebaseproject.firebaseapp.com/
2040,Virtual Book Store (VBS),vbsfirebaseproject.firebaseapp.com/
2041,SportsThat LLP,www.sportsthat.com/
2042,Harsha,Ideastage
2043,Transact Nexus Tech Pvt Ltd,www.transactnow.co.in
2044,Pi R Square Digital Solutions Pvt Ltd,www.pirsquaredigital.com
2045,Annapurna Seva Samiti,www.annapurnasevasamiti.in/
2046,LAMP Finmart Private Limited,www.lampfinmart.com
2047,Predulive Edutech Foundation,predulive.org/
2048,Nayaseva Services Private Limited,www.nayaseva.in
2049,Sayakaam Enterprises,www.sayakaam.com
2050,RILE INDIA LAB,www.rileindia.org`
2051,TECH VIMAL CORPORATION INDIA PRIVATE LIMITED,Read More 
2052,Prapta by rani,NA
2053,RAMBABU MUPPIDI,raamcreativearts.blogspot.in
2054,OPTIMUSIOT TECH LLP,optimusiot.in/
2055,Sangrah Innovations Private Limited,Read More 
2056,ONI Cares Education Pvt Ltd,www.onicares.com
2057,AI-GENIX INTERNATIONAL PVT. LTD.,www.ai-genix.com
2058,Encoders software pvt. ltd.,www.vervedeveloper.com
2059,Search Results Web results  Broadbuy Technovative Solutions Private Limited - CASHCRY,play.google.com/store/apps/details?id=com.cashcry.android
2060,RewardPe,rewardpe.in/
2061,Syntax edutek,Www.syntaxedutek.com
2062,Technisanct,www.technisanct.com
2063,Notemaker,www.notemaker.in
2064,NayaGaadi,www.NayaGaadi.com
2065,Uber Capital,ubercapital.co.in
2066,Social Shout,Read More 
2067,Synerhof technologies LLP,www.synerhof.com
2068,CubeBio AI,www.cubebioai.com
2069,Eco Impulse,www.ecoimpulse.in
2070,CALSYS COMMUNICATION PVT LTD,calsysmedia.com
2071,Free Stand Sampling Solutions Private Limited,www.freestand.in
2072,Yuvitel Technologies Private Limited,uvtechindia.in/
2073,Fallov Internet (OPC) Private Limited,fallov.com
2074,Swapnil Soft Pvt Ltd,www.swapnilsoft.com
2075,Aryabhata Circuits and Research Labs Private Limited,www.abcrlabs.com
2076,Play My Opinion,www.playmyopinion.com
2077,Thinq on Purpose,www.thinqonpurpose.com/
2078,Kashiraja Energies private limited,sarvvid-ai.com
2079,VishwaNetra Solutions LLP,www.alwion.com
2080,Ivank,Ivank.com
2081,Redwood Research,primeinvestor.in
2082,Valinor Earth,valinor.earth
2083,CynLr (Vyuti Systems Pvt Ltd),www.cynlr.com
2084,Frontera Displays Pvt Ltd,www.frontera.in
2085,DIVEnDATA LLP,divendata.com
2086,Mobinyx Technologies LLP,www.mobinyx.com
2087,AIDIA HEALTH PRIVATE LIMITED,www.aidiahealth.com
2088,Quadmatics,www.quadmatics.com
2089,Lazy Design Private Limited,belazy.co
2090,Contrapine Technologies PVT Ltd,www.contrapine.com
2091,Cosine Labs Pvt Ltd,cosinelabs.com/coliving.html
2092,Factri.Ai,www.factri.ai
2093,IBRUM TECHNOLOGIES,Read More 
2094,MatrIoT Solutions Private Limited,www.matriotsolutions.com
2095,GREEN PANDA ROYAL ENVIRO LLP,greenpandaenviro.in/
2096,Inferencia Logic,www.armorai.in
2097,FIACRE TELEMATICS PVT LTD,fiacretelematics.com/
2098,shankam innovations pvt ltd,www.theadflex.com
2099,Agneyas Labs,www.agneyas.com
2100,Gramworkx,gramworkx.com/#/
2101,Green Robot Machinery,www.grobomac.com
2102,STR8BAT SPORT TECH SOLUTIONS PRIVATE LIMITED,www.str8bat.com
2103,Vooth Technologies Private Limited,vooth.co
2104,Doppelio Technologies Private Limited,www.doppelio.com
2105,Keymatrix Solutions Private Limited,keymatrixsolutions.com/
2106,Webpeople digi solutions LLP,Spah.in
2107,DOTin INFOTECH,www.dotininfotech.com
2108,Antrika,www.antrika.com
2109,Nucleon,nucleon.school/#/
2110,FirstAd,firstad.epizy.com/FirstAD/main.html?i=1
